fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu,fu,fu,fu
fu,fu,fu,gt,fu,fu,fu,fu,fu,fu,fu,fu,fu,gt,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,gt,fu,fu,p,fu,fu,it,fu,fu,p,fu,fu,gt,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,gt,fu,fu,fu,fu,fu,fu,fu,fu,fu,gt,fu,fu,fu
fu,fu,fu,fu,fu,p,fu,fu,gt,fu,fu,p,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
