fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,fu,fu,fu
fu,fu,fu,gt,fu,fu,fu,fu,fu,fu,fu,fu,fu,gt,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,gt,fu,fu,gt,fu,fu,itt,fu,fu,gt,fu,fu,gt,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,gt,fu,fu,fu,fu,fu,fu,fu,fu,fu,gt,fu,fu,fu
fu,fu,fu,fu,fu,gt,fu,fu,gt,fu,fu,gt,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
