c,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,c
fu,fu,fu,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,fu,fu,fu
fu,fu,fu,c,c,w,c,c,w,c,c,w,c,c,fu,fu,fu
fu,fu,c,w,c,c,fu,fu,c,fu,fu,c,c,w,c,fu,fu
fu,fu,c,c,fu,c,fu,fu,c,fu,fu,c,fu,c,c,fu,fu
fu,c,w,c,c,gt,c,c,w,c,c,gt,c,c,w,c,fu
fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu
fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu
fu,c,w,c,c,w,c,c,it,c,c,w,c,c,w,c,fu
fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu
fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu
fu,c,w,c,c,gt,c,c,w,c,c,gt,c,c,w,c,fu
fu,fu,c,c,fu,c,fu,fu,c,fu,fu,c,fu,c,c,fu,fu
fu,fu,c,w,c,c,fu,fu,c,fu,fu,c,c,w,c,fu,fu
fu,fu,fu,c,c,w,c,c,w,c,c,w,c,c,fu,fu,fu
fu,fu,fu,fu,fu,c,fu,fu,c,fu,fu,c,fu,fu,fu,fu,fu
c,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,c
