fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,fu,fu,fu
fu,fu,fu,b,fu,fu,fu,fu,fu,fu,fu,fu,fu,b,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,b,fu,fu,b,fu,fu,it,fu,fu,b,fu,fu,b,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,b,fu,fu,fu,fu,fu,fu,fu,fu,fu,b,fu,fu,fu
fu,fu,fu,fu,fu,b,fu,fu,b,fu,fu,b,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
